Active,Name,Date-Time(UTC),Alt,Azmu,HTML,StarNo,RA(J2000),DEC(J2000),T_MAX(HJD),T_MAX(UT),tau,U_min,A_MAX,D_mag,f_bl,I_bl,I_o
True,BLG-1656,8-16-2015 0:54:0,21.6714912477,166.687597995,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-16-2015 1:48:0,26.2887920893,180.273920078,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-16-2015 1:48:0,21.0205924226,172.4844691,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-16-2015 1:48:0,21.8567956146,175.173875689,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-16-2015 1:48:0,22.5727482518,171.253418716,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-16-2015 1:48:0,22.1100866299,174.330275737,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-16-2015 1:48:0,24.0593271742,172.103107158,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-16-2015 1:48:0,22.0066028933,175.675111787,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-16-2015 1:48:0,23.9384289797,173.157880348,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-16-2015 1:48:0,21.748847786,175.354739782,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-16-2015 1:48:0,22.9379273914,180.94258177,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-16-2015 1:48:0,21.4111334213,175.064116244,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-16-2015 1:48:0,21.8675063662,176.013912267,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-16-2015 1:48:0,22.6605799938,169.501044937,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-16-2015 1:48:0,21.2616803752,175.896468539,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-16-2015 2:42:0,24.6968765104,195.288331639,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-16-2015 2:42:0,21.1273359138,186.474875526,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-16-2015 2:42:0,21.3988158661,189.291917104,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-16-2015 2:42:0,22.8916720774,185.637448459,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-16-2015 2:42:0,21.8166796863,188.53023615,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-16-2015 2:42:0,24.1692471795,186.825560793,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-16-2015 2:42:0,21.4437032845,189.81444551,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-16-2015 2:42:0,23.8376132071,187.824737029,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-16-2015 2:42:0,21.2568890558,189.442626558,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-16-2015 2:42:0,21.2943212199,195.133558963,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-16-2015 2:42:0,21.2395032213,190.111230554,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-16-2015 2:42:0,23.3328275181,183.942642676,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1578,8-16-2015 3:36:0,21.3362666406,201.07098701,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1755,8-16-2015 3:36:0,21.0844565674,198.114054894,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-17-2015 0:0:0,24.9956134937,166.202390127,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-17-2015 0:0:0,21.3038135513,158.823751829,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-17-2015 0:0:0,21.3775114556,159.863381172,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-17-2015 0:0:0,21.8423149232,167.604366542,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-17-2015 0:54:0,24.9956134937,166.202390127,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-17-2015 0:54:0,21.3038135513,158.823751829,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-17-2015 0:54:0,21.3775114556,159.863381172,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-17-2015 0:54:0,21.8423149232,167.604366542,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-17-2015 1:48:0,26.2784394069,181.271108336,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-17-2015 1:48:0,21.1149656344,173.396018949,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-17-2015 1:48:0,21.9152151711,176.099437453,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-17-2015 1:48:0,22.6833178002,172.188148998,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-17-2015 1:48:0,22.1797480183,175.259480036,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-17-2015 1:48:0,24.1584569196,173.061850881,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-17-2015 1:48:0,22.0583058585,176.603144082,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-17-2015 1:48:0,24.0235338421,174.115339722,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-17-2015 1:48:0,21.8048610311,176.278680732,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-17-2015 1:48:0,22.9189802454,181.885284972,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-17-2015 1:48:0,21.4710658454,175.98274882,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-17-2015 1:48:0,21.9146921798,176.939864236,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-17-2015 1:48:0,22.794334266,170.435758848,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-17-2015 1:48:0,21.3104999048,176.813020561,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-17-2015 2:42:0,24.4882366508,196.244538746,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-17-2015 2:42:0,21.0346781654,187.386708575,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-17-2015 2:42:0,21.2687966277,190.205480613,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-17-2015 2:42:0,22.8099787337,186.577188236,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-17-2015 2:42:0,21.6966848985,189.450915927,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-17-2015 2:42:0,24.0716120705,187.784575025,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-17-2015 2:42:0,21.3067869104,190.728163531,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-17-2015 2:42:0,23.7267526902,188.777569052,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-17-2015 2:42:0,21.1248949097,190.353884034,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-17-2015 2:42:0,21.0880106699,196.038305214,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-17-2015 2:42:0,21.0986974906,191.021541177,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-17-2015 2:42:0,23.2736973414,184.890401018,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1578,8-17-2015 3:36:0,21.0546156569,201.965991635,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-0642,8-18-2015 0:0:0,25.1724382872,167.170156703,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-18-2015 0:0:0,21.5755606054,159.723767825,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-18-2015 0:0:0,21.6361654078,160.766267965,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-18-2015 0:0:0,22.0011155941,168.524697718,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-18-2015 0:54:0,25.1724382872,167.170156703,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-18-2015 0:54:0,21.5755606054,159.723767825,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-18-2015 0:54:0,21.6361654078,160.766267965,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-18-2015 0:54:0,22.0011155941,168.524697718,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-18-2015 1:48:0,26.2547290549,182.267866479,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-18-2015 1:48:0,21.1971911443,174.309462487,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-18-2015 1:48:0,21.9612518319,177.026150092,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-18-2015 1:48:0,22.7814612598,173.125219163,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-18-2015 1:48:0,22.236989853,176.190092337,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-18-2015 1:48:0,24.2448176371,174.022773378,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-18-2015 1:48:0,22.0975868946,177.532183548,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-18-2015 1:48:0,24.0958626158,175.074643649,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-18-2015 1:48:0,21.8485108513,177.203716339,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-18-2015 1:48:0,22.8874101296,182.827413764,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-18-2015 1:48:0,21.5187096271,176.902551033,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-18-2015 1:48:0,21.9494804772,177.866720011,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-18-2015 1:48:0,22.9157171772,171.373332022,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-18-2015 1:48:0,21.3470490563,177.730497067,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-18-2015 2:42:0,24.2673256993,197.19578118,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-18-2015 2:42:0,21.1267471343,191.116135305,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-18-2015 2:42:0,22.7157875406,187.514944314,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-18-2015 2:42:0,21.5645371547,190.368860631,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-18-2015 2:42:0,23.9612593051,188.741156465,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-18-2015 2:42:0,21.1578594691,191.638826179,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-18-2015 2:42:0,23.60329025,189.727694627,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-18-2015 2:42:0,23.2019220208,185.836658507,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-19-2015 0:0:0,25.3365907042,168.141998987,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-19-2015 0:0:0,21.8359587629,160.629309087,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-19-2015 0:0:0,21.8833612285,161.67444389,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-19-2015 0:0:0,22.1478071286,169.448355385,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-19-2015 0:54:0,25.3365907042,168.141998987,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-19-2015 0:54:0,21.8359587629,160.629309087,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-19-2015 0:54:0,21.8833612285,161.67444389,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
